batchID,pod5
Nanopore07,/mnt/NAS_PROJECT/vol_Phucteam/CONGNGUYEN/pipeline/NANOPORE_DATA/Nanopore07/cfDNA/20240819_1723_P2S-01808-A_PAW80331_2b9f202b/pod5
